registry_id,record_plane,model_id,name,alternate_names,entry_kind,origin,status,review_state,nav_path,domain_tags,legacy_alias,existing_spec_ref,parent_ids,contains_ids,aligned_model_ids,purpose,owner_or_maintainer,source_url,namespace_uri,source_version_or_year,source_group,source_category,source_format,composition_role,default_link_type,priority_wave,priority_score,priority_method,priority_confidence,priority_rationale,factor_demand,factor_data,factor_reuse,factor_interop,factor_feasibility,factor_robotics,factor_overlap,possible_duplicate_of,shared_source_with,relations_ref,validation_flags,provenance
ext.dte.66941f31,interoperability,,Documentos Tributarios Electronicos,DTE,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Four-file XSD set; SII-signed/authorized,SII (Chile),https://www.sii.cl/factura_electronica/tecnica.htm,http://www.sii.cl/SiiDte,2014,"Tax, e-Invoicing & Audit",Exchange Format,XML (XSD v10),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.fatca-xml.077648c5,interoperability,,FATCA XML Schema,FATCA XML,format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Form 8966; reuses OECD TIES types; import candidate,US IRS,https://www.irs.gov/businesses/corporations/fatca-xml-schemas-and-business-rules-for-form-8966,urn:oecd:ties:fatca:v2,2017,"Tax, e-Invoicing & Audit",Exchange Format,XML (XSD),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.factur-x.d7d9e61e,interoperability,,Factur-X / ZUGFeRD,Factur-X,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Hybrid PDF embedding CII; French reform carrier; import candidate,FNFE-MPE (FR) + FeRD (DE),https://fnfe-mpe.org/factur-x/,—,2025,"Tax, e-Invoicing & Audit",Exchange Format,PDF/A-3 + CII XML,R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.fatturapa.cadd7de7,interoperability,,FatturaPA,FatturaPA,format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Routed via SdI; import candidate,Agenzia delle Entrate (IT),https://www.fatturapa.gov.it/,http://ivaservizi.agenziaentrate.gov.it/docs/xsd/fatture/v1.2,2025,"Tax, e-Invoicing & Audit",Exchange Format,XML (XSD),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.inv-01.f73a315e,interoperability,,GST e-Invoice schema,INV-01,format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,IRP returns signed JSON + IRN + QR,GSTN / NIC (India),https://einvoice1.gst.gov.in/,—,2020,"Tax, e-Invoicing & Audit",Schema Language,JSON Schema,R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.ksef-fa-3.6eefd73e,interoperability,,Krajowy System e-Faktur FA(3),KSeF / FA(3),format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,FA(3) adds structured attachments; KSeF 2.0 rollout,Ministerstwo Finansow (PL),https://ksef.podatki.gov.pl/informacje-ogolne-ksef-20/struktura-logiczna-fa-3/,http://crd.gov.pl/wzor/2025/06/25/13775/,2025,"Tax, e-Invoicing & Audit",Exchange Format,XML (XSD),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.mdr-dac6.faf41c08,interoperability,,Mandatory Disclosure Rules / DAC6 XML,MDR / DAC6,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,OECD MDR and EU DAC6 related but distinct,OECD + EC DG TAXUD,https://www.oecd.org/ctp/exchange-of-tax-information/,urn:oecd:ties:mdr:v1,2019,"Tax, e-Invoicing & Audit",Exchange Format,XML (XSD),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.nf-e.b6989020,interoperability,,Nota Fiscal eletronica,NF-e,format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Authorized by issuer-state SEFAZ; import candidate,Receita Federal / SEFAZ (BR),https://www.nfe.fazenda.gov.br/portal/,http://www.portalfiscal.inf.br/nfe,2018,"Tax, e-Invoicing & Audit",Exchange Format,XML (signed),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.pint.2ae3e37d,interoperability,,Peppol International Invoice,PINT,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Global base model with jurisdiction CIUS profiles; import candidate,OpenPeppol AISBL,https://docs.peppol.eu/poac/pint/pint/,—,2025,"Tax, e-Invoicing & Audit",Exchange Format,UBL XML,R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.saf-t.7e1edfc1,interoperability,,Standard Audit File for Tax,SAF-T,format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.TAX.E.INVOICING.AUDIT,SOC.ECO;SOC.POL;ACT.REG,,,,,WM-POL-011;WM-ECO-008;WM-ECO-032;WM-ECO-035;WM-ACT-052,Accounting data to tax authority; national variants; import candidate,OECD (FTA),https://www.oecd.org/tax/forum-on-tax-administration/,—,2010,"Tax, e-Invoicing & Audit",Exchange Format,XML (Schema v2.00),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.smiv2-mib.8eb9f2ab,interoperability,,Structure of Management Information v2 / MIB,SMIv2 / MIB,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.NETWORKING,INF.SFT;PHY.BLT;ACT.SRV,,,,,,RFC 2578; SNMP object definitions,IETF,https://datatracker.ietf.org/doc/rfc2578/,—,1990 / 1999,Telecom & Networking,Schema Language,ASN.1 subset (RFC),R8,EXTEND,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.yang.a9f16a58,interoperability,,YANG Data Modeling Language,YANG,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.NETWORKING,INF.SFT;PHY.BLT;ACT.SRV,,,,,,RFC 7950; modeling for NETCONF/RESTCONF; import candidate,IETF (netmod),https://datatracker.ietf.org/doc/rfc7950/,urn:ietf:params:xml:ns:yang,2010 / 2016,Telecom & Networking,Schema Language,YANG (RFC),R8,EXTEND,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.bce-td-58.5c3b6b6d,interoperability,,Billing & Charging Evolution,BCE / TD.58,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.BILLING.ROAMING.NUMBERING,ACT.SRV;SOC.ECO;XCT.ID,,,,,,Successor to TAP; UDR/Billing Statement/DDR reports; import candidate,GSMA,https://www.gsma.com/get-involved/working-groups/interoperability-data-specifications-and-settlement-group/billing-and-charging-evolution/,—,2020,"Telecom Billing, Roaming & Numbering",Exchange Format,CSV / structured reports,R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.nrtrde-td-35.5652af3e,interoperability,,Near Real Time Roaming Data Exchange,NRTRDE / TD.35,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.BILLING.ROAMING.NUMBERING,ACT.SRV;SOC.ECO;XCT.ID,,,,,,Roaming usage within 4h for fraud control,GSMA,https://www.gsma.com/about-us/open-standards-specifications/,—,2007,"Telecom Billing, Roaming & Numbering",Exchange Format,ASN.1 (BER),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,ext.tap-td-57.50805802,,shared-source-url-review,external-models.csv
ext.rap-td-32.a031aa9e,interoperability,,Returned Account Procedure,RAP / TD.32,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.BILLING.ROAMING.NUMBERING,ACT.SRV;SOC.ECO;XCT.ID,,,,,,Returns rejected TAP files/records with error codes to VPMN,GSMA,https://www.gsma.com/about-us/open-standards-specifications/,—,2001,"Telecom Billing, Roaming & Numbering",Exchange Format,ASN.1 (BER),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,ext.tap-td-57.50805802,,shared-source-url-review,external-models.csv
ext.ir-21.5b37e3bd,interoperability,,Roaming Database (RAEX IR.21),IR.21,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.BILLING.ROAMING.NUMBERING,ACT.SRV;SOC.ECO;XCT.ID,,,,,,Network/operator/identifier data for roaming setup; import candidate,GSMA,https://www.gsma.com/newsroom/gsma_resources/ir-21-gsm-association-roaming-database-structure-and-updating/,—,1990s/2024,"Telecom Billing, Roaming & Numbering",Schema Language,XML (RAEX schema),R4,REFERENCE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.tap-td-57.50805802,interoperability,,Transferred Account Procedure,TAP / TD.57,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.TELECOM.BILLING.ROAMING.NUMBERING,ACT.SRV;SOC.ECO;XCT.ID,,,,,,De-facto roaming settlement record; import candidate (charge-record data dictionary),GSMA,https://www.gsma.com/about-us/open-standards-specifications/,—,1991/2023,"Telecom Billing, Roaming & Numbering",Exchange Format,ASN.1 (BER),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.bufr.17d99c82,interoperability,,Binary Universal Form for Representation,BUFR,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Self-describing observational data; import candidate,WMO,https://library.wmo.int/idurl/4/35625,https://codes.wmo.int/wmdr/DataFormat/FM-94-bufr,1988,Weather & Earth Observation,Exchange Format,Binary (table-driven),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,ext.grib2.af5fd168,,shared-source-url-review,external-models.csv
ext.crex.53d972a3,interoperability,,Character Form for Representation,CREX,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Character-based analogue of BUFR for low-volume exchange,WMO,https://library.wmo.int/idurl/4/35625,—,1990s,Weather & Earth Observation,Exchange Format,ASCII (table-driven),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,ext.grib2.af5fd168,,shared-source-url-review,external-models.csv
ext.cog.ff73b0f0,interoperability,,Cloud Optimized GeoTIFF,COG,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,HTTP-range-optimized raster,OGC,https://docs.ogc.org/is/21-026/21-026.html,http://www.opengis.net/doc/IS/cog/1.0,2023,Weather & Earth Observation,Serialization Format,Binary (TIFF),R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.cis.08559160,interoperability,,Coverage Implementation Schema,CIS,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Concrete coverage structure; underpins WCS,OGC,https://docs.ogc.org/is/09-146r8/09-146r8.html,schemas.opengis.net/cis/1.1/,2017,Weather & Earth Observation,Encoding,GML/JSON/RDF,R8,EXTEND,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.gmljp2.d5bc9832,interoperability,,GML in JPEG 2000,GMLJP2,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Embeds GML coverage metadata inside JP2,OGC,https://docs.ogc.org/is/08-085r8/08-085r8.html,http://www.opengis.net/spec/GMLJP2/2.1,2018,Weather & Earth Observation,Serialization Format,JPEG2000 + GML/XML,R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.grib2.af5fd168,interoperability,,GRIB Edition 2,GRIB2,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,De-facto NWP grid exchange; code tables import candidate,WMO,https://library.wmo.int/idurl/4/35625,https://codes.wmo.int/wmdr/DataFormat/FM-92-grib,2003,Weather & Earth Observation,Exchange Format,Binary (table-driven),R6,COMPOSE,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.geotiff.df6f3ee3,interoperability,,GeoTIFF,GeoTIFF,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Georeferencing keys in TIFF; foundation for COG,OGC,https://docs.ogc.org/is/19-008r4/19-008r4.html,http://www.opengis.net/doc/IS/GeoTIFF/1.1,2019,Weather & Earth Observation,Serialization Format,Binary (TIFF),R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.geosciml.fbc3c52c,interoperability,,Geoscience Markup Language,GeoSciML,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,"Geology units, structures, boreholes",OGC / IUGS CGI,https://docs.ogc.org/is/16-008/16-008.html,schemas.opengis.net/gsml/4.1,2017,Weather & Earth Observation,Encoding,XML/GML,R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.hdf-eos.5a461cf6,interoperability,,HDF-EOS5,HDF-EOS,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,NASA EOS standard for swath/grid/point data,NASA ESDIS / HDF Group,https://www.earthdata.nasa.gov/data/tools/hdf-eos,—,1999,Weather & Earth Observation,Serialization Format,Binary (HDF5 profile),R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.hdf5.bf45272c,interoperability,,Hierarchical Data Format 5,HDF5,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,"Underpins NetCDF4, NeXus, HDF-EOS",The HDF Group,https://docs.hdfgroup.org/hdf5/,—,1998,Weather & Earth Observation,Serialization Format,Binary container,R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.trainingdml-ai.fc6756c1,interoperability,,Training Data Markup Language for AI,TrainingDML-AI,format-schema,vercy-external-catalogue,active-or-published,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Import candidate. Geospatial ML training datasets,OGC,https://docs.ogc.org/is/23-008r3/23-008r3.html,OGC 23-008r3,2024,Weather & Earth Observation,Conceptual + encoding,UML + JSON + XML,R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.zarr.5a8232b4,interoperability,,Zarr,Zarr,format-schema,vercy-external-catalogue,status-unverified,source-normalized,EXT.WEATHER.EARTH.OBSERVATION,PHY.EAR;INF.DAT,,,,,,Chunked compressed arrays; import candidate,Zarr Steering Council (OGC CS),https://zarr-specs.readthedocs.io/,https://zarr.dev/,2023,Weather & Earth Observation,Serialization Format,Chunked binary + JSON,R8,N/A,3,48,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.edaplos.c4395341,interoperability,,Electronic Crop Data Sheet Process,eDAPLOS,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.AGRICULTURE.FOOD.ENVIRONMENT,PHY.LIV;PHY.EAR;ACT.AGR,,,,,,Crop data sheet exchange (FR/BE),UN/CEFACT (UNECE),https://unece.org/fileadmin/DAM/cefact/brs/BRS_CropDataSheetProcess__eDAPLOS__v0.7.0.pdf,urn:un:unece:uncefact,2005,"Agriculture, Food & Environment",Agriculture data exchange,BRS + CCL (XML),R6,COMPOSE,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.cddl.9b54e6fa,interoperability,,Concise Data Definition Language,CDDL,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Import candidate. Schema/notation for CBOR and JSON,IETF (CBOR WG),https://www.rfc-editor.org/info/rfc8610/,—,2019,"Data, API & Serialization",Schema / Validation,Grammar notation,R8,EXTEND,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.json-merge-patch.90d12d92,interoperability,,JSON Merge Patch,JSON Merge Patch,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Simpler object-shaped PATCH; null deletes keys,IETF,https://www.rfc-editor.org/rfc/rfc7386,application/merge-patch+json,2014,"Data, API & Serialization",Mutation,JSON document,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.json-patch.4da0d3c0,interoperability,,JSON Patch,JSON Patch,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,add/remove/replace/move/copy/test operations,IETF (APPSAWG),https://www.rfc-editor.org/rfc/rfc6902,application/json-patch+json,2013,"Data, API & Serialization",Mutation,JSON ops array,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.json-pointer.06280253,interoperability,,JSON Pointer,JSON Pointer,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Reference a value within a JSON document,IETF (APPSAWG),https://www.rfc-editor.org/rfc/rfc6901,—,2013,"Data, API & Serialization",Addressing,String syntax,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.json-seq.9a4de462,interoperability,,JSON Text Sequences,json-seq,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,RS-prefixed JSON for streaming/log use,IETF,https://www.rfc-editor.org/rfc/rfc7464.html,application/json-seq,2015,"Data, API & Serialization",Streaming,RS-delimited JSON,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.jsonpath.c6236831,interoperability,,JSONPath Query Expressions for JSON,JSONPath,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Import candidate. Standardized path query for JSON,IETF (JSONPath WG),https://www.rfc-editor.org/rfc/rfc9535.html,—,2024,"Data, API & Serialization",Query,Query syntax,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.problem-details.a241e573,interoperability,,Problem Details for HTTP APIs,Problem Details,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Import candidate. Machine-readable HTTP error bodies; obsoletes 7807,IETF (HTTPAPI WG),https://www.rfc-editor.org/info/rfc9457/,application/problem+json,2023,"Data, API & Serialization",Error model,JSON/XML,R6,COMPOSE,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.web-linking.978a3c08,interoperability,,Web Linking,Web Linking,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Typed link relations + Link header; obsoletes 5988,IETF (HTTPBIS),https://www.rfc-editor.org/info/rfc8288/,—,2017,"Data, API & Serialization",Link model,HTTP Link header,R5,MIX-IN,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.well-known-uris.21f7ef24,interoperability,,Well-Known Uniform Resource Identifiers,Well-Known URIs,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.DATA.API.SERIALIZATION,INF.DAT;INF.SFT,,,,,,Site-wide metadata location; IANA registry,IETF,https://www.rfc-editor.org/info/rfc8615/,/.well-known/,2019,"Data, API & Serialization",Discovery,URI path prefix,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.did-resolution.8db5e137,interoperability,,DID Resolution,DID Resolution,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.IDENTITY.SECURITY.PRIVACY.GOVERNANCE,XCT;SOC.PER;ACT.CYB,,,,,,resolve()/dereference() for DIDs,W3C (DID WG),https://w3c.github.io/did-resolution/,—,2024,"Identity, Security, Privacy & Governance",Resolution,Algorithm/API spec,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.gnap.021d03a0,interoperability,,Grant Negotiation and Authorization Protocol,GNAP,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.IDENTITY.SECURITY.PRIVACY.GOVERNANCE,XCT;SOC.PER;ACT.CYB,,,,,,Next-gen delegated authorization; no client pre-registration,IETF (GNAP WG),https://www.rfc-editor.org/info/rfc9635/,—,2024,"Identity, Security, Privacy & Governance",Authorization,JSON over HTTP,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.scitt.e09dcd06,interoperability,,"Supply Chain Integrity, Transparency and Trust",SCITT,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.IDENTITY.SECURITY.PRIVACY.GOVERNANCE,XCT;SOC.PER;ACT.CYB,,,,,,Transparency for signed supply-chain statements,IETF (SCITT WG),https://datatracker.ietf.org/doc/draft-ietf-scitt-architecture/,—,2024,"Identity, Security, Privacy & Governance",Transparency / Provenance,Architecture + COSE,R6,COMPOSE,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.webid.e5ffcc05,interoperability,,WebID,WebID,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.IDENTITY.SECURITY.PRIVACY.GOVERNANCE,XCT;SOC.PER;ACT.CYB,,,,,,HTTP-URI agent identifier; basis for WebID-TLS/Solid,W3C (WebID CG),https://www.w3.org/2005/Incubator/webid/spec/identity/,—,2014,"Identity, Security, Privacy & Governance",Identity,RDF/FOAF,R3,REFERENCE,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.senml.d891e08d,interoperability,,Sensor Measurement Lists,SenML,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.IOT.DEVICES.DIGITAL.TWINS,PHY.OBJ;INF.VRT;INF.DAT,,,,,,Import candidate. Compact sensor reading lists,IETF (CORE WG),https://www.rfc-editor.org/rfc/rfc8428.html,urn:ietf:params:senml,2018,"IoT, Devices & Digital Twins",Sensor data,JSON/CBOR/XML/EXI,R6,COMPOSE,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.dsp.29a6b12a,interoperability,,Description Set Profile,DSP,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.LIBRARY.METADATA.CULTURAL.HERITAGE,INF.REC;INF.MED;SOC.CIV,,,,,,Constraints over DCAM description sets,DCMI,https://www.dublincore.org/specifications/dublin-core/dc-dsp/,—,2008,"Library, Metadata & Cultural Heritage",Constraint language,Constraint language,R8,EXTEND,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
ext.rml.4f5f071b,interoperability,,RDF Mapping Language,RML,external-standard,vercy-external-catalogue,draft-or-proposed,source-normalized,EXT.SEMANTIC.WEB.LINKED.DATA,INF.KNW;INF.DAT,,,,,,Import candidate. Extends R2RML to CSV/JSON/XML; modular,W3C Knowledge Graph Construction CG,https://rml.io/specs/rml/,http://w3id.org/rml/,2022,Semantic Web & Linked Data,Mapping / Lifting,RDF vocab,R8,N/A,3,47,entry-kind-and-source-status proxy,low,Interoperability priority by semantic role and lifecycle status,,,,,,,,,,,,external-models.csv
